address,source
frankfurt-1.xmrpool.net,https://raw.githubusercontent.com/andoniaf/mining-pools-list/master/mining-pools.lst
friendshipcoin.miningpoolhub.com,https://raw.githubusercontent.com/andoniaf/mining-pools-list/master/mining-pools.lst
ftp.cryptominingpool.eu,https://raw.githubusercontent.com/andoniaf/mining-pools-list/master/mining-pools.lst
ftp.deltapool.net,https://raw.githubusercontent.com/andoniaf/mining-pools-list/master/mining-pools.lst
game.poolto.be,https://raw.githubusercontent.com/andoniaf/mining-pools-list/master/mining-pools.lst
gamecredits.miningpoolhub.com,https://raw.githubusercontent.com/andoniaf/mining-pools-list/master/mining-pools.lst
geocoin.miningpoolhub.com,https://raw.githubusercontent.com/andoniaf/mining-pools-list/master/mining-pools.lst
getpool.network,https://raw.githubusercontent.com/andoniaf/mining-pools-list/master/mining-pools.lst
givecoin.miningpoolhub.com,https://raw.githubusercontent.com/andoniaf/mining-pools-list/master/mining-pools.lst
globalboosty.miningpoolhub.com,https://raw.githubusercontent.com/andoniaf/mining-pools-list/master/mining-pools.lst
grafana.lindon-pool.win,https://raw.githubusercontent.com/andoniaf/mining-pools-list/master/mining-pools.lst
grafana.xmrpool.net,https://raw.githubusercontent.com/andoniaf/mining-pools-list/master/mining-pools.lst
graft.poolisto.com,https://raw.githubusercontent.com/andoniaf/mining-pools-list/master/mining-pools.lst
graftpool.net/,https://raw.githubusercontent.com/andoniaf/mining-pools-list/master/mining-pools.lst
granite.miningpoolhub.com,https://raw.githubusercontent.com/andoniaf/mining-pools-list/master/mining-pools.lst
groestlcoin.biz,https://raw.githubusercontent.com/andoniaf/mining-pools-list/master/mining-pools.lst
groestlcoin.miningpoolhub.com,https://raw.githubusercontent.com/andoniaf/mining-pools-list/master/mining-pools.lst
grs.cpu-pool.net,https://raw.githubusercontent.com/andoniaf/mining-pools-list/master/mining-pools.lst
h.nanopool.org,https://raw.githubusercontent.com/andoniaf/mining-pools-list/master/mining-pools.lst
halibut.multipool.us,https://raw.githubusercontent.com/andoniaf/mining-pools-list/master/mining-pools.lst
hash.rigpool.com,https://raw.githubusercontent.com/andoniaf/mining-pools-list/master/mining-pools.lst
hashinvest.net,https://raw.githubusercontent.com/andoniaf/mining-pools-list/master/mining-pools.lst
hcn.cryptopool.pro,https://raw.githubusercontent.com/andoniaf/mining-pools-list/master/mining-pools.lst
hub.miningpoolhub.com,https://raw.githubusercontent.com/andoniaf/mining-pools-list/master/mining-pools.lst
hush.poolto.be,https://raw.githubusercontent.com/andoniaf/mining-pools-list/master/mining-pools.lst
hushpool.cloud,https://raw.githubusercontent.com/andoniaf/mining-pools-list/master/mining-pools.lst
inf8.extremepool.org,https://raw.githubusercontent.com/andoniaf/mining-pools-list/master/mining-pools.lst
inf8.pool.minergate.com,https://raw.githubusercontent.com/andoniaf/mining-pools-list/master/mining-pools.lst
influx.miningpoolhub.com,https://raw.githubusercontent.com/andoniaf/mining-pools-list/master/mining-pools.lst
io.litecoinpool.org,https://raw.githubusercontent.com/andoniaf/mining-pools-list/master/mining-pools.lst
iwanttoearn.money,https://raw.githubusercontent.com/andoniaf/mining-pools-list/master/mining-pools.lst
jackpotcoin.miningpoolhub.com,https://raw.githubusercontent.com/andoniaf/mining-pools-list/master/mining-pools.lst
jp.lapool.me,https://raw.githubusercontent.com/andoniaf/mining-pools-list/master/mining-pools.lst
